StopId,Code,Name,StopType,Zone,Ward,AddressNo,Street,SupportDisability,Status,Lng,Lat,Search,Routes_Outbound,Routes_Inbound,Total_Routes,Both_Directions,HasSupport
528,QTD 123,Chùa An Lạc,Nhà chờ,TP. Thủ Đức - KV3,Phường Hiệp Bình Chánh,Chùa Ưu Đàm,Phạm Văn Đồng,Có,Đang khai thác,106.733288,10.837484,CAL CUD PVD,93,57,2,Yes,True
529,QTD 124,Cầu Gò Dưa,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Đông,Trụ chiếu sáng C185,Phạm Văn Đồng,Có,Đang khai thác,106.740509,10.839776,CGD TcsC PVD,93,57,2,Yes,True
583,QTD 153,Nút giao Linh Đông -PVĐ,Nhà chờ,TP. Thủ Đức - KV3,Phường Linh Đông,Trụ chiếu sáng A226,Phạm Văn Đồng,Có,Đang khai thác,106.742682,10.84077,NgLD-PVD TcsA PVD,57,93,2,Yes,True
584,QTD 155,Cá sấu Hoa Cà,Nhà chờ,TP. Thủ Đức - KV3,Phường Hiệp Bình Chánh,Trụ chiếu sáng B194,Phạm Văn Đồng,Có,Đang khai thác,106.727916,10.833634,CsHC TcsB PVD,,93,1,No,True
585,QTD 154,Chùa An Lạc,Nhà chờ,TP. Thủ Đức - KV3,Phường Hiệp Bình Chánh,Ngã tư Hiệp Bình - PVĐ,Phạm Văn Đồng,Có,Đang khai thác,106.732328,10.837284,CAL NtHB-P PVD,,93,1,No,True
587,QTD 156,Đường số 20,Nhà chờ,TP. Thủ Đức - KV3,Phường Hiệp Bình Chánh,218,Phạm Văn Đồng,Có,Đang khai thác,106.720988,10.828232,Ds20 218 PVD,,93,1,No,True
6834,Q12 0330,Ngọc Lan,Trụ dừng,Quận 12,Phường Thạnh Lộc,193,Hà Huy Giáp,Có,Đang khai thác,106.68179,10.863242,NL 193 HHG,"103, 161",,2,No,True
6835,Q12 175,Hiệp Thành 31,Trụ dừng,Quận 12,Phường An Phú Đông,140,Nguyễn Ảnh Thủ,Có,Đang khai thác,106.64418,10.876876,HT31 140 NAT,146,,1,No,True
6940,QHBT_2,Bến xe Văn Thánh,Bến Bãi QH 568,Quận Bình Thạnh,Phường 01,BX Văn Thánh,Điện Biên Phủ,Có,Chưa khai thác,106.717501,10.801317,BxVT BVT DBP,161,161,2,Yes,True
6982,QHCTD_3,BXB Linh Đông,Bến bãi QH chung QH,TP. Thủ Đức - KV3,Phường Bình Chiểu,BXB Linh Đông,Kha Vạn Cân,Có,Chưa khai thác,106.752799,10.848469,BLD BLD KVC,,93,1,No,True
